edge degrees:
id	degree	max	normal
2718	14	617	0.05
2719	7	172	0.08
2720	6	13	0.92
2721	6	13	0.92
2722	6	41	0.29
2723	6	27	0.44
2724	5	12	0.83
2725	6	13	0.92
2726	6	13	0.92
2727	9	101	0.18
2728	6	58	0.21
2729	7	16	0.88
2730	6	122	0.1
2731	9	392	0.05
2732	8	17	0.94
2733	8	391	0.04
2734	48	186	0.52
2735	31	196	0.32
2736	36	201	0.36
2737	6	14	0.86
2738	11	179	0.12
2739	3	13	0.46
2740	7	175	0.08
2741	3	13	0.46
2742	1	2	1
2743	1	2	1
2744	1	2	1
2745	4	8	1
2746	4	8	1
2747	2	4	1
2748	2	4	1
2749	2	16	0.25
2750	0	0	1
2751	5	29	0.34
2752	7	26	0.54
2753	4	19	0.42
2754	16	35	0.91
2755	4	8	1
2756	4	8	1
2757	7	17	0.82
2758	4	8	1
2759	4	8	1
2760	6	16	0.75
2761	4	8	1
2762	4	14	0.57
2763	4	131	0.06
2764	4	14	0.57
2765	4	131	0.06
2766	6	133	0.09
2767	2	5	0.8
2768	7	17	0.82
2769	2	12	0.33
2770	2	28	0.14
2771	6	32	0.38
2772	10	24	0.83
2773	10	29	0.69
2774	9	28	0.64
2775	10	152	0.13
2776	10	152	0.13
2777	5	12	0.83
2778	8	20	0.8
2779	5	147	0.07
2780	8	150	0.11
2781	12	24	1
2782	16	32	1
2783	11	23	0.96
2784	15	31	0.97
2785	12	24	1
2786	16	32	1
2787	10	40	0.5
2788	12	615	0.04
2789	10	26	0.77
2790	12	395	0.06
2791	12	130	0.18
2792	13	29	0.9
2793	5	170	0.06
2794	2	4	1
2795	2	4	1
2796	2	4	1
2797	6	12	1
2798	5	13	0.77
2799	5	11	0.91
2800	7	15	0.93
2801	4	12	0.67
2802	6	171	0.07
2803	5	170	0.06
2804	12	25	0.96
2805	11	176	0.12
2806	4	11	0.73
2807	5	11	0.91
2808	4	184	0.04
2809	4	10	0.8
2810	2	4	1
2811	5	608	0.02
2812	5	55	0.18
2813	2	10	0.4
2814	7	15	0.93
2815	3	11	0.55
2816	8	33	0.48
2817	8	17	0.94
2818	8	32	0.5
2819	7	16	0.88
2820	8	17	0.94
2821	9	392	0.05
2822	4	8	1
2823	4	387	0.02
2824	4	131	0.06
2825	2	4	1
2826	4	9	0.89
2827	2	4	1
2828	4	9	0.89
2829	2	7	0.57
2830	9	18	1
2831	9	392	0.05
2832	9	37	0.49
2833	7	22	0.64
2834	10	25	0.8
2835	15	35	0.86
2836	12	32	0.75
2837	13	33	0.79
2838	4	8	1
2839	4	8	1
2840	4	607	0.01
2841	3	7	0.86
2842	4	169	0.05
2843	4	8	1
2844	4	169	0.05
2845	12	28	0.86
2846	14	43	0.65
2847	10	178	0.11
2848	6	35	0.34
2849	10	175	0.11
2850	18	47	0.77
2851	11	46	0.48
2852	13	178	0.15
2853	2	6	0.67
2854	2	6	0.67
2855	9	94	0.19
2856	9	45	0.4
2857	14	44	0.64
2858	13	43	0.6
2859	2	605	0.01
2860	2	167	0.02
2861	2	9	0.44
2862	6	13	0.92
2863	5	12	0.83
2864	9	20	0.9
2865	6	14	0.86
2866	9	20	0.9
2867	6	14	0.86
2868	2	4	1
2869	2	4	1
2870	6	32	0.38
2871	2	4	1
2872	2	28	0.14
2873	2	28	0.14
2874	7	18	0.78
2875	12	615	0.04
2876	10	21	0.95
2877	7	172	0.08
2878	0	0	1
2879	2	7	0.57
2880	2	7	0.57
2881	3	8	0.75
2882	3	8	0.75
2883	4	9	0.89
2884	7	187	0.07
2885	7	26	0.54
2886	5	31	0.32
2887	13	32	0.81
2888	7	33	0.42
2889	8	19	0.84
2890	7	21	0.67
2891	5	11	0.91
2892	4	10	0.8
2893	10	393	0.05
2894	7	149	0.09
2895	5	608	0.02
2896	6	389	0.03
2897	5	147	0.07
2898	7	15	0.93
2899	7	34	0.41
2900	7	15	0.93
2901	7	34	0.41
2902	7	34	0.41
2903	20	47	0.85
2904	4	21	0.38
2905	4	24	0.33
2906	15	32	0.94
2907	18	38	0.95
2908	4	13	0.62
2909	4	24	0.33
2910	6	15	0.8
2911	8	611	0.03
2912	5	14	0.71
2913	8	17	0.94
2914	6	171	0.07
2915	4	172	0.05
2916	2	7	0.57
2917	4	387	0.02
2918	4	9	0.89
2919	7	16	0.88
2920	4	10	0.8
2921	9	18	1
2922	9	125	0.14
2923	9	392	0.05
2924	4	10	0.8
2925	14	31	0.9
2926	12	24	1
2927	13	30	0.87
2928	11	23	0.96
2929	12	139	0.17
2930	10	137	0.15
2931	4	10	0.8
2932	4	169	0.05
2933	4	25	0.32
2934	21	42	1
2935	1	8	0.25
2936	6	609	0.02
2937	3	10	0.6
2938	5	388	0.03
2939	5	123	0.08
2940	6	186	0.06
2941	7	610	0.02
2942	6	35	0.34
2943	7	390	0.04
2944	4	31	0.26
2945	12	41	0.59
2946	15	42	0.71
2947	8	35	0.46
2948	12	33	0.73
2949	12	177	0.14
2950	4	11	0.73
2951	2	5	0.8
2952	2	5	0.8
2953	2	385	0.01
2954	9	18	1
2955	9	18	1
2956	8	17	0.94
2957	9	18	1
2958	8	17	0.94
2959	10	126	0.16
2960	9	612	0.03
2961	9	125	0.14
2962	9	392	0.05
2963	9	37	0.49
2964	3	6	1
2965	3	6	1
2966	3	606	0.01
2967	3	6	1
2968	3	168	0.04
2969	3	6	1
2970	3	168	0.04
2971	4	26	0.31
2972	4	607	0.01
2973	3	11	0.55
2974	4	387	0.02
2975	3	11	0.55
2976	7	390	0.04
2977	5	12	0.83
2978	4	8	1
2979	4	11	0.73
2980	4	8	1
2981	4	8	1
2982	5	147	0.07
2983	4	387	0.02
2984	4	146	0.05
2985	5	11	0.91
2986	6	14	0.86
2987	6	12	1
2988	2	10	0.4
2989	5	37	0.27
2990	3	9	0.67
2991	6	12	1
2992	3	9	0.67
2993	5	43	0.23
2994	6	98	0.12
2995	5	15	0.67
2996	6	41	0.29
2997	6	27	0.44
2998	6	16	0.75
2999	6	41	0.29
3000	6	27	0.44
3001	7	14	1
3002	5	12	0.83
3003	7	14	1
3004	7	14	1
3005	5	12	0.83
3006	5	12	0.83
3007	5	12	0.83
3008	5	12	0.83
3009	7	172	0.08
3010	5	170	0.06
3011	8	35	0.46
3012	6	144	0.08
3013	6	609	0.02
3014	3	9	0.67
3015	6	148	0.08
3016	5	11	0.91
3017	5	11	0.91
3018	5	147	0.07
3019	2	9	0.44
3020	5	132	0.08
3021	7	134	0.1
3022	7	15	0.93
3023	5	13	0.77
3024	2	80	0.05
3025	2	120	0.03
3026	2	11	0.36
3027	7	16	0.88
3028	7	16	0.88
3029	30	115	0.52
3030	11	31	0.71
3031	5	15	0.67
3032	5	18	0.56
3033	5	32	0.31
3034	5	32	0.31
3035	8	17	0.94
3036	9	18	1
3037	9	18	1
3038	8	17	0.94
3039	9	18	1
3040	9	125	0.14
3041	3	13	0.46
3042	6	15	0.8
3043	3	12	0.5
3044	5	12	0.83
3045	6	15	0.8
3046	5	12	0.83
3047	6	15	0.8
3048	7	14	1
3049	6	13	0.92
3050	7	16	0.88
3051	6	15	0.8
3052	7	134	0.1
3053	6	27	0.44
3054	7	42	0.33
3055	6	15	0.8
3056	4	13	0.62
3057	5	14	0.71
3058	0	0	1
3059	7	16	0.88
3060	10	38	0.53
3061	9	18	1
3062	9	392	0.05
3063	9	37	0.49
3064	8	26	0.62
3065	7	17	0.82
3066	8	44	0.36
3067	5	15	0.67
3068	5	15	0.67
3069	4	607	0.01
3070	4	24	0.33
3071	4	387	0.02
3072	4	122	0.07
3073	4	12	0.67
3074	8	16	1
3075	7	15	0.93
3076	8	16	1
3077	2	7	0.57
3078	5	608	0.02
3079	3	8	0.75
3080	4	607	0.01
3081	2	7	0.57
3082	5	10	1
3083	12	29	0.83
3084	3	6	1
3085	3	6	1
3086	2	12	0.33
3087	4	172	0.05
3088	4	131	0.06
3089	0	0	1
3090	3	8	0.75
3091	3	8	0.75
3092	3	145	0.04
3093	5	12	0.83
3094	3	9	0.67
3095	4	11	0.73
3096	3	9	0.67
3097	3	9	0.67
3098	6	12	1
3099	5	11	0.91
3100	7	15	0.93
3101	5	608	0.02
3102	5	13	0.77
3103	5	147	0.07
3104	7	15	0.93
3105	7	149	0.09
3106	5	10	1
3107	5	11	0.91
3108	5	10	1
3109	5	11	0.91
3110	5	11	0.91
3111	4	10	0.8
3112	0	0	1
3113	0	0	1
3114	5	10	1
3115	2	11	0.36
3116	2	11	0.36
3117	5	31	0.32
3118	2	28	0.14
3119	7	610	0.02
3120	4	169	0.05
3121	2	4	1
3122	2	4	1
3123	5	10	1
3124	5	10	1
3125	5	10	1
3126	5	121	0.08
3127	5	388	0.03
3128	5	14	0.71
3129	4	9	0.89
3130	4	9	0.89
3131	4	9	0.89
3132	0	0	1
3133	3	7	0.86
3134	7	17	0.82
3135	3	13	0.46
3136	3	606	0.01
3137	3	168	0.04
3138	8	611	0.03
3139	6	171	0.07
3140	5	14	0.71
3141	10	25	0.8
3142	5	14	0.71
3143	10	25	0.8
3144	4	19	0.42
3145	8	391	0.04
3146	14	29	0.97
3147	11	394	0.06
3148	9	612	0.03
3149	2	6	0.67
3150	8	391	0.04
3151	4	8	1
3152	4	387	0.02
3153	7	23	0.61
3154	11	39	0.56
3155	5	11	0.91
3156	4	9	0.89
3157	5	11	0.91
3158	4	9	0.89
3159	5	10	1
3160	3	8	0.75
3161	4	22	0.36
3162	6	13	0.92
3163	6	19	0.63
3164	6	13	0.92
3165	6	19	0.63
3166	4	17	0.47
3167	7	610	0.02
3168	7	125	0.11
3169	6	124	0.1
3170	11	22	1
3171	10	25	0.8
3172	8	68	0.24
3173	5	20	0.5
3174	7	22	0.64
3175	5	10	1
3176	5	10	1
3177	5	170	0.06
3178	2	4	1
3179	5	11	0.91
3180	2	385	0.01
3181	2	8	0.5
3182	6	12	1
3183	12	31	0.77
3184	3	22	0.27
3185	6	171	0.07
3186	11	176	0.12
3187	27	112	0.48
3188	24	116	0.41
3189	27	192	0.28
3190	24	189	0.25
3191	15	75	0.4
3192	0	0	1
3193	8	17	0.94
3194	9	18	1
3195	8	173	0.09
3196	2	605	0.01
3197	2	11	0.36
3198	2	167	0.02
3199	7	172	0.08
3200	2	605	0.01
3201	2	167	0.02
3202	2	10	0.4
3203	4	12	0.67
3204	3	9	0.67
3205	3	8	0.75
3206	3	9	0.67
3207	3	8	0.75
3208	5	10	1
3209	3	8	0.75
3210	0	8	0
3211	7	15	0.93
3212	6	12	1
3213	7	610	0.02
3214	4	10	0.8
3215	7	149	0.09
3216	6	12	1
3217	6	389	0.03
3218	6	148	0.08
3219	2	4	1
3220	2	385	0.01
3221	2	21	0.19
3222	3	169	0.04
3223	3	168	0.04
3224	3	10	0.6
3225	3	606	0.01
3226	5	12	0.83
3227	5	12	0.83
3228	6	609	0.02
3229	6	14	0.86
3230	6	13	0.92
3231	3	10	0.6
3232	6	171	0.07
3233	6	171	0.07
3234	14	28	1
3235	12	26	0.92
3236	14	28	1
3237	10	24	0.83
3238	14	28	1
3239	12	28	0.86
3240	11	25	0.88
3241	12	26	0.92
3242	14	28	1
3243	2	22	0.18
3244	2	605	0.01
3245	2	167	0.02
3246	9	174	0.1
3247	2	4	1
3248	6	14	0.86
3249	2	385	0.01
3250	2	10	0.4
3251	6	14	0.86
3252	6	609	0.02
3253	6	389	0.03
3254	9	19	0.95
3255	10	21	0.95
3256	7	17	0.82
3257	8	19	0.84
3258	10	20	1
3259	11	22	1
3260	7	17	0.82
3261	10	21	0.95
3262	6	171	0.07
3263	5	16	0.62
3264	10	21	0.95
3265	5	123	0.08
3266	3	168	0.04
3267	0	5	0
3268	5	16	0.62
3269	10	126	0.16
3270	6	16	0.75
3271	5	16	0.62
3272	9	125	0.14
3273	6	16	0.75
3274	14	397	0.07
3275	11	614	0.04
3276	10	126	0.16
3277	7	17	0.82
3278	10	393	0.05
3279	7	17	0.82
3280	7	390	0.04
3281	3	386	0.02
3282	1	20	0.1
3283	13	49	0.53
3284	9	45	0.4
3285	13	155	0.17
3286	2	4	1
3287	2	4	1
3288	2	11	0.36
3289	6	98	0.12
3290	6	21	0.57
3291	6	609	0.02
3292	6	41	0.29
3293	6	389	0.03
3294	16	51	0.63
3295	9	44	0.41
3296	13	396	0.07
3297	9	612	0.03
3298	4	11	0.73
3299	3	33	0.18
3300	7	14	1
3301	4	11	0.73
3302	5	35	0.29
3303	5	35	0.29
3304	10	21	0.95
3305	11	23	0.96
3306	9	20	0.9
3307	10	22	0.91
3308	10	175	0.11
3309	8	38	0.42
3310	11	614	0.04
3311	10	22	0.91
3312	10	393	0.05
3313	11	23	0.96
3314	9	21	0.86
3315	9	18	1
3316	6	12	1
3317	9	18	1
3318	6	12	1
3319	6	12	1
3320	8	17	0.94
3321	5	11	0.91
3322	8	391	0.04
3323	5	11	0.91
3324	5	11	0.91
3325	4	9	0.89
3326	6	609	0.02
3327	5	388	0.03
3328	5	608	0.02
3329	4	387	0.02
3330	4	271	0.03
3331	4	184	0.04
3332	4	16	0.5
3333	4	8	1
3334	4	131	0.06
3335	10	22	0.91
3336	4	8	1
3337	9	21	0.86
3338	4	8	1
3339	4	8	1
3340	9	136	0.13
3341	4	131	0.06
3342	11	394	0.06
3343	12	177	0.14
3344	2	605	0.01
3345	2	19	0.21
3346	2	385	0.01
3347	3	15	0.4
3348	7	29	0.48
3349	4	20	0.4
3350	7	610	0.02
3351	3	6	1
3352	5	40	0.25
3353	3	6	1
3354	3	6	1
3355	3	38	0.16
3356	7	24	0.58
3357	8	28	0.57
3358	6	35	0.34
3359	6	26	0.46
3360	3	95	0.06
3361	4	387	0.02
3362	2	5	0.8
3363	2	5	0.8
3364	5	11	0.91
3365	5	12	0.83
3366	3	10	0.6
3367	5	147	0.07
3368	5	147	0.07
3369	8	20	0.8
3370	8	20	0.8
3371	7	19	0.74
3372	8	173	0.09
3373	7	16	0.88
3374	7	149	0.09
3375	10	20	1
3376	8	16	1
3377	10	20	1
3378	8	16	1
3379	9	19	0.95
3380	8	16	1
3381	23	66	0.7
3382	5	13	0.77
3383	7	50	0.28
3384	8	173	0.09
3385	6	49	0.24
3386	8	173	0.09
3387	23	188	0.24
3388	3	7	0.86
3389	6	13	0.92
3390	10	70	0.29
3391	4	11	0.73
3392	7	14	1
3393	2	4	1
3394	2	4	1
3395	2	24	0.17
3396	2	4	1
3397	2	4	1
3398	2	605	0.01
3399	2	16	0.25
3400	2	167	0.02
3401	13	27	0.96
3402	7	172	0.08
3403	5	173	0.06
3404	5	388	0.03
3405	9	177	0.1
3406	13	396	0.07
3407	5	11	0.91
3408	5	11	0.91
3409	3	9	0.67
3410	5	608	0.02
3411	5	170	0.06
3412	6	609	0.02
3413	5	170	0.06
3414	7	14	1
3415	12	34	0.71
3416	5	27	0.37
3417	7	610	0.02
3418	7	175	0.08
3419	6	49	0.24
3420	7	172	0.08
3421	12	180	0.13
3422	9	52	0.35
3423	11	176	0.12
3424	4	9	0.89
3425	8	22	0.73
3426	4	9	0.89
3427	4	18	0.44
3428	4	17	0.47
3429	4	15	0.53
3430	7	18	0.78
3431	10	21	0.95
3432	1	5	0.4
3433	12	28	0.86
3434	10	22	0.91
3435	11	176	0.12
3436	5	17	0.59
3437	10	22	0.91
3438	5	608	0.02
3439	5	388	0.03
3440	5	43	0.23
3441	8	391	0.04
3442	8	46	0.35
3443	5	608	0.02
3444	4	172	0.05
3445	4	34	0.24
3446	4	15	0.53
3447	9	20	0.9
3448	16	36	0.89
3449	7	19	0.74
3450	7	19	0.74
3451	4	82	0.1
3452	4	607	0.01
3453	4	122	0.07
3454	4	17	0.47
3455	7	20	0.7
3456	7	20	0.7
3457	4	8	1
3458	4	8	1
3459	4	184	0.04
3460	4	8	1
3461	4	40	0.2
3462	4	131	0.06
3463	4	8	1
3464	4	40	0.2
3465	4	131	0.06
3466	3	8	0.75
3467	3	9	0.67
3468	11	394	0.06
3469	3	9	0.67
3470	4	387	0.02
3471	4	9	0.89
3472	2	7	0.57
3473	7	21	0.67
3474	6	16	0.75
3475	7	172	0.08
3476	5	15	0.67
3477	6	16	0.75
3478	8	18	0.89
3479	6	14	0.86
3480	5	13	0.77
3481	2	10	0.4
3482	7	15	0.93
3483	9	18	1
3484	8	16	1
3485	9	18	1
3486	8	16	1
3487	7	15	0.93
3488	6	19	0.63
3489	5	10	1
3490	6	171	0.07
3491	3	8	0.75
3492	5	10	1
3493	4	8	1
3494	9	22	0.82
3495	4	8	1
3496	4	184	0.04
3497	4	17	0.47
3498	4	8	1
3499	4	131	0.06
3500	6	19	0.63
3501	4	8	1
3502	4	8	1
3503	6	133	0.09
3504	4	131	0.06
3505	21	45	0.93
3506	21	45	0.93
3507	6	30	0.4
3508	6	30	0.4
3509	7	390	0.04
3510	0	0	1
3511	4	607	0.01
3512	4	387	0.02
3513	4	169	0.05
3514	3	606	0.01
3515	2	118	0.03
3516	2	6	0.67
3517	4	8	1
3518	7	15	0.93
3519	8	17	0.94
3520	6	15	0.8
3521	7	15	0.93
3522	8	17	0.94
3523	5	13	0.77
3524	5	14	0.71
3525	6	133	0.09
3526	5	14	0.71
3527	7	134	0.1
3528	8	135	0.12
3529	7	16	0.88
3530	7	24	0.58
3531	8	126	0.13
3532	6	23	0.52
3533	9	392	0.05
3534	9	47	0.38
3535	5	11	0.91
3536	5	388	0.03
3537	5	43	0.23
3538	6	84	0.14
3539	6	124	0.1
3540	5	48	0.21
3541	17	60	0.57
3542	20	63	0.63
3543	14	33	0.85
3544	11	41	0.54
3545	13	33	0.79
3546	6	22	0.55
3547	2	605	0.01
3548	2	9	0.44
3549	2	9	0.44
3550	7	14	1
3551	3	10	0.6
3552	7	21	0.67
3553	10	24	0.83
3554	10	393	0.05
3555	6	13	0.92
3556	7	610	0.02
3557	6	49	0.24
3558	4	12	0.67
3559	5	13	0.77
3560	0	4	0
3561	5	13	0.77
3562	9	19	0.95
3563	4	14	0.57
3564	5	123	0.08
3565	6	49	0.24
3566	10	20	1
3567	7	50	0.28
3568	4	9	0.89
3569	6	14	0.86
3570	5	608	0.02
3571	3	11	0.55
3572	4	169	0.05
3573	6	171	0.07
3574	0	0	1
3575	4	11	0.73
3576	3	10	0.6
3577	4	10	0.8
3578	4	8	1
3579	4	172	0.05
3580	4	56	0.14
3581	4	13	0.62
3582	0	0	1
3583	3	7	0.86
3584	10	27	0.74
3585	3	119	0.05
3586	3	20	0.3
3587	12	29	0.83
3588	0	0	1
3589	0	7	0
3590	12	615	0.04
3591	3	8	0.75
3592	4	9	0.89
3593	4	9	0.89
3594	4	9	0.89
3595	2	605	0.01
3596	2	14	0.29
3597	2	167	0.02
3598	4	169	0.05
3599	6	31	0.39
3600	5	17	0.59
3601	6	19	0.63
3602	11	23	0.96
3603	5	17	0.59
3604	11	23	0.96
3605	3	171	0.04
3606	1	10	0.2
3607	5	14	0.71
3608	0	4	0
3609	3	8	0.75
3610	3	8	0.75
3611	2	7	0.57
3612	0	4	0
3613	3	6	1
3614	3	168	0.04
3615	3	130	0.05
3616	3	168	0.04
3617	3	130	0.05
3618	9	27	0.67
3619	5	15	0.67
3620	7	390	0.04
3621	4	9	0.89
3622	2	4	1
3623	3	63	0.1
3624	2	4	1
3625	2	4	1
3626	6	13	0.92
3627	4	9	0.89
3628	7	610	0.02
3629	7	390	0.04
3630	5	10	1
3631	5	10	1
3632	5	10	1
3633	2	4	1
3634	5	16	0.62
3635	2	4	1
3636	4	15	0.53
3637	2	13	0.31
3638	2	11	0.36
3639	5	388	0.03
3640	8	611	0.03
3641	8	391	0.04
3642	2	605	0.01
3643	2	23	0.17
3644	2	16	0.25
3645	2	20	0.2
3646	2	385	0.01
3647	2	12	0.33
3648	4	14	0.57
3649	8	18	0.89
3650	2	605	0.01
3651	2	167	0.02
3652	2	7	0.57
3653	5	10	1
3654	4	9	0.89
3655	5	11	0.91
3656	9	20	0.9
3657	5	11	0.91
3658	9	47	0.38
3659	5	11	0.91
3660	5	12	0.83
3661	3	10	0.6
3662	0	10	0
3663	7	15	0.93
3664	8	16	1
3665	7	15	0.93
3666	14	92	0.3
3667	3	9	0.67
3668	15	133	0.23
3669	4	10	0.8
3670	4	122	0.07
3671	2	4	1
3672	9	174	0.1
3673	2	4	1
3674	2	167	0.02
3675	8	391	0.04
3676	3	12	0.5
3677	6	32	0.38
3678	4	30	0.27
3679	9	21	0.86
3680	4	8	1
3681	4	8	1
3682	4	8	1
3683	7	187	0.07
3684	4	8	1
3685	8	135	0.12
3686	4	184	0.04
3687	4	8	1
3688	4	131	0.06
3689	4	8	1
3690	4	131	0.06
3691	6	14	0.86
3692	4	9	0.89
3693	7	610	0.02
3694	4	9	0.89
3695	6	171	0.07
3696	4	9	0.89
3697	4	169	0.05
3698	11	25	0.88
3699	6	84	0.14
3700	6	389	0.03
3701	4	8	1
3702	4	8	1
3703	4	8	1
3704	6	12	1
3705	9	20	0.9
3706	6	609	0.02
3707	3	14	0.43
3708	5	170	0.06
3709	11	22	1
3710	9	174	0.1
3711	7	175	0.08
3712	7	390	0.04
3713	6	389	0.03
3714	11	25	0.88
3715	5	12	0.83
3716	2	12	0.33
3717	2	12	0.33
3718	48	213	0.45
3719	64	447	0.29
3720	29	194	0.3
3721	3	8	0.75
3722	3	8	0.75
3723	4	9	0.89
3724	3	8	0.75
3725	0	0	1
3726	9	23	0.78
3727	8	19	0.84
3728	8	19	0.84
3729	9	392	0.05
3730	16	196	0.16
3731	11	43	0.51
3732	5	12	0.83
3733	10	26	0.77
3734	7	15	0.93
3735	7	14	1
3736	9	25	0.72
3737	7	15	0.93
3738	6	13	0.92
3739	10	26	0.77
3740	7	15	0.93
3741	5	21	0.48
3742	5	13	0.77
3743	7	15	0.93
3744	0	0	1
3745	3	28	0.21
3746	3	606	0.01
3747	3	10	0.6
3748	3	15	0.4
3749	3	10	0.6
3750	3	15	0.4
3751	12	25	0.96
3752	12	177	0.14
3753	2	605	0.01
3754	2	385	0.01
3755	2	18	0.22
3756	6	12	1
3757	9	18	1
3758	4	13	0.62
3759	5	170	0.06
3760	7	172	0.08
3761	4	9	0.89
3762	5	11	0.91
3763	3	63	0.1
3764	2	8	0.5
3765	5	11	0.91
3766	11	31	0.71
3767	6	144	0.08
3768	7	610	0.02
3769	5	16	0.62
3770	6	148	0.08
3771	9	20	0.9
3772	9	151	0.12
3773	7	173	0.08
3774	7	172	0.08
3775	9	20	0.9
3776	9	20	0.9
3777	2	4	1
3778	6	12	1
3779	2	4	1
3780	4	10	0.8
3781	2	8	0.5
3782	2	4	1
3783	4	169	0.05
3784	2	605	0.01
3785	2	167	0.02
3786	8	611	0.03
3787	3	6	1
3788	3	6	1
3789	3	6	1
3790	3	6	1
3791	3	6	1
3792	3	6	1
3793	3	6	1
3794	7	17	0.82
3795	6	14	0.86
3796	10	613	0.03
3797	7	149	0.09
3798	5	13	0.77
3799	6	14	0.86
3800	4	142	0.06
3801	4	607	0.01
3802	3	9	0.67
3803	4	146	0.05
3804	6	12	1
3805	6	12	1
3806	6	148	0.08
3807	4	11	0.73
3808	5	173	0.06
3809	5	388	0.03
3810	7	175	0.08
3811	4	607	0.01
3812	4	172	0.05
3813	4	33	0.24
3814	5	388	0.03
3815	4	11	0.73
3816	7	14	1
3817	6	13	0.92
3818	4	11	0.73
3819	7	14	1
3820	6	609	0.02
3821	7	15	0.93
3822	2	4	1
3823	7	123	0.11
3824	2	4	1
3825	2	4	1
3826	5	11	0.91
3827	4	9	0.89
3828	5	11	0.91
3829	4	9	0.89
3830	3	8	0.75
3831	4	9	0.89
3832	2	4	1
3833	2	7	0.57
3834	2	4	1
3835	2	7	0.57
3836	1	6	0.33
3837	3	386	0.02
3838	4	387	0.02
3839	6	13	0.92
3840	7	19	0.74
3841	6	13	0.92
3842	7	19	0.74
3843	7	14	1
3844	8	20	0.8
3845	5	17	0.59
3846	2	4	1
3847	2	22	0.18
3848	2	120	0.03
3849	2	22	0.18
3850	2	120	0.03
3851	13	30	0.87
3852	4	607	0.01
3853	2	7	0.57
3854	4	169	0.05
3855	3	8	0.75
3856	4	169	0.05
3857	2	605	0.01
3858	2	167	0.02
3859	7	172	0.08
3860	6	13	0.92
3861	8	17	0.94
3862	6	144	0.08
3863	7	610	0.02
3864	6	15	0.8
3865	6	148	0.08
3866	8	17	0.94
3867	9	18	1
3868	8	150	0.11
3869	4	9	0.89
3870	4	40	0.2
3871	4	13	0.62
3872	3	183	0.03
3873	3	7	0.86
3874	4	31	0.26
3875	3	7	0.86
3876	4	8	1
3877	3	30	0.2
3878	5	10	1
3879	5	10	1
3880	5	10	1
3881	5	10	1
3882	5	10	1
3883	5	388	0.03
3884	2	31	0.13
3885	3	171	0.04
3886	4	387	0.02
3887	17	185	0.18
3888	9	25	0.72
3889	11	22	1
3890	7	57	0.25
3891	10	60	0.33
3892	2	11	0.36
3893	3	19	0.32
3894	3	38	0.16
3895	3	19	0.32
3896	4	39	0.21
3897	4	387	0.02
3898	1	5	0.4
3899	4	8	1
3900	4	23	0.35
3901	3	15	0.4
3902	5	24	0.42
3903	4	16	0.5
3904	0	2	0
3905	0	0	1
3906	9	18	1
3907	9	18	1
3908	8	17	0.94
3909	9	18	1
3910	9	125	0.14
3911	8	19	0.84
3912	11	22	1
3913	14	34	0.82
3914	11	31	0.71
3915	7	37	0.38
3916	7	37	0.38
3917	6	13	0.92
3918	22	57	0.77
3919	9	24	0.75
3920	6	12	1
3921	6	66	0.18
3922	6	609	0.02
3923	6	41	0.29
3924	6	21	0.57
3925	6	122	0.1
3926	6	12	1
3927	15	50	0.6
3928	9	24	0.75
3929	16	132	0.24
3930	6	12	1
3931	6	12	1
3932	9	24	0.75
3933	13	129	0.2
3934	6	12	1
3935	9	125	0.14
3936	6	12	1
3937	6	12	1
3938	9	23	0.78
3939	9	174	0.1
3940	0	10	0
3941	6	12	1
3942	15	32	0.94
3943	6	609	0.02
3944	4	21	0.38
3945	5	170	0.06
3946	13	178	0.15
3947	7	15	0.93
3948	7	14	1
3949	7	172	0.08
3950	3	10	0.6
3951	7	14	1
3952	7	17	0.82
3953	6	13	0.92
3954	7	17	0.82
3955	5	12	0.83
3956	9	612	0.03
3957	7	175	0.08
3958	5	12	0.83
3959	6	171	0.07
3960	5	12	0.83
3961	5	170	0.06
3962	20	623	0.06
3963	6	171	0.07
3964	2	4	1
3965	2	4	1
3966	2	4	1
3967	9	20	0.9
3968	9	174	0.1
3969	7	15	0.93
3970	5	10	1
3971	4	9	0.89
3972	5	10	1
3973	5	10	1
3974	6	144	0.08
3975	4	8	1
3976	6	148	0.08
3977	13	35	0.74
3978	4	8	1
3979	4	8	1
3980	13	155	0.17
3981	4	8	1
3982	4	146	0.05
3983	2	10	0.4
3984	3	606	0.01
3985	6	389	0.03
3986	8	17	0.94
3987	8	17	0.94
3988	11	22	1
3989	8	173	0.09
3990	9	612	0.03
3991	7	18	0.78
3992	9	392	0.05
3993	10	393	0.05
3994	6	14	0.86
3995	5	11	0.91
3996	3	9	0.67
3997	8	611	0.03
3998	6	171	0.07
3999	6	609	0.02
4000	4	169	0.05
4001	0	5	0
4002	4	9	0.89
4003	5	10	1
4004	4	9	0.89
4005	5	10	1
4006	5	608	0.02
4007	3	8	0.75
4008	5	10	1
4009	0	0	1
4010	7	24	0.58
4011	12	40	0.6
4012	7	175	0.08
4013	5	13	0.77
4014	3	9	0.67
4015	4	10	0.8
4016	3	9	0.67
4017	6	174	0.07
4018	4	11	0.73
4019	4	23	0.35
4020	5	12	0.83
4021	5	388	0.03
4022	6	25	0.48
4023	13	32	0.81
4024	10	20	1
4025	8	18	0.89
4026	7	15	0.93
4027	10	613	0.03
4028	10	178	0.11
4029	7	15	0.93
4030	7	43	0.33
4031	9	392	0.05
4032	10	175	0.11
